ANZSCO Code,Occupation,Employed,Part-time share (%),Female share (%),Median weekly earnings ($),Median age,Annual employment growth,Col9,Col10,Task
234511,Biologists,300,24,47,,38,,,,"Designs and conducts experiments, makes observations and measurements, researches information, analyses data, prepares or supervises the preparation of laboratory reports and scientific papers, presents findings at scientific meetings and conferences, and supervises the work of staff. | Studies the forms and structures of bodily organs and tissues by systematic observation, dissection and microscopic examination. | Investigates the chemical structure and function of living cells and their isolated components, organs and tissues in humans, animals, plants, and micro-organisms. | Examines micro-organisms, such as bacteria, fungi, yeast and their enzymes, and use the knowledge gained to create and develop new, and improve existing, products, materials and processes."
234513,Biochemists,130,25,57,,35,,,,"Studies the forms and structures of bodily organs and tissues by systematic observation, dissection and microscopic examination. | Investigates the chemical structure and function of living cells and their isolated components, organs and tissues in humans, animals, plants, and micro-organisms. | Examines micro-organisms, such as bacteria, fungi, yeast and their enzymes, and uses the knowledge gained to create and develop new, and improve existing, products, materials and processes."
234514,Biotechnologists,950,22,53,,36,,,,"Studies the forms and structures of bodily organs and tissues by systematic observation, dissection and microscopic examination. | Investigates the chemical structure and function of living cells and their isolated components, organs and tissues in humans, animals, plants, and micro-organisms. | Examines micro-organisms, such as bacteria, fungi, yeast and their enzymes, and uses the knowledge gained to create and develop new, and improve existing, products, materials and processes."
234515,Botanists,710,27,47,,46,,,,"Investigates the effects of environmental factors, such as rainfall, temperature, sunlight, soil, topography and disease, on plant growth."
234516,Marine Biologists,760,26,44,,41,,,,"Plans and undertakes experiments to study, measure and understand marine animals and plants. | Investigates the interrelationships between animals in their natural surroundings, in captivity and in laboratories."
234517,Microbiologists,760,22,65,,37,,,,"Investigates the chemical structure and function of living cells and their isolated components, organs and tissues in humans, animals, plants, and micro-organisms. | Examines micro-organisms, such as bacteria, fungi, yeast and their enzymes, and uses the knowledge gained to create and develop new, and improve existing, products, materials and processes."
234518,Zoologists,840,27,47,,41,,,,"Investigates the interrelationships between animals in their natural surroundings, in captivity and in laboratories. | Studies the origin, development, functions, structures and other aspects of animal life."
234599,Other Life Scientists,1300,28,66,,38,,,,"Designs and conducts experiments, makes observations and measurements, researches information, analyses data, prepares or supervises the preparation of laboratory reports and scientific papers, presents findings at scientific meetings and conferences, and may supervise the work of staff. | Studies the forms and structures of parasites and toxins by systematic observation, dissection and microscopic examination. | Investigates the chemical structure and function of living cells and their isolated components, organs and tissues in humans, animals, plants, and micro-organisms. | Examines objects of interest and uses the knowledge gained to create and develop new, and improve existing, products, materials and processes."
234911,Conservators,530,41,70,,48,,,,"Researches history of items. | Analyses and test items to determine the material they are made of, their condition, and to confirm their identification and authenticity. | Consults with curators, owners or custodians about items. | Takes photographs of items before and after treatments. | Chooses the best method of treatment and treats items. | Keeps records of all decisions and the results of any treatments carried out. | Is involved in the disaster recovery of items (treating items that are water damaged). | Researches aspects of conservation such as the materials and techniques used to create a group of artefacts. | Ensure items going on exhibition are in good condition. | Advises staff or collectors on how to best care for artefacts, including how to store, display and transport them. | May advise and consult with community groups, over the treatment of cultural artefacts."
234912,Metallurgists,1100,16,19,,40,,,,"Measures and records data on performance of metals or metal combinations. | Conducts microscopic, x-ray, x-ray diffraction and spectrographic studies of metals and alloys. | Evaluates influences of exotic or unusual metals. | Studies effect of radiation on metals exposed to space environment and nuclear reactors and joining of diverse materials to form complex structures. | Experiments in power metallurgy and the process of compressing metallic powders and sintering them at high temperatures. | Evaluates properties of metals and determines type of metal to be used. | Advises on shortcomings of metals in use and tests for anticipated use, and tests alloys to study engineering properties and ensure compliance with standards. | Develops hot-working and cooling processes to obtain desired characteristics. | Gathers information and consults with engineers and company officials to produce alloys at minimum cost, to minimise air pollution and to implement testing procedures."
234913,Meteorologists,710,23,33,,42,,,,"Studies composition, structure and dynamics of the atmosphere, investigating the direction and speed of air movements, air pressure and temperature, humidity and other phenomena. | Investigates the nature of solar and terrestrial (infra-red) radiations and effects on the atmosphere. | Studies physical nature and properties of solid and liquid particles suspended in the atmosphere, investigating them as the process of cloud formation, precipitation and electrical disturbances. | Studies data on atmospheric conditions obtained to prepare weather maps and forecasts for advice to aviation, shipping, agriculture and the general public. | Studies climatic conditions by analysing meteorological observations made over extended periods of time, and investigates past and possible future fluctuations in climate. | Employs balloons, rockets and artificial earth satellites and such techniques as spectroscopy, hygrometry, daylight and infra-red photography, radar and radio to obtain data on atmospheric conditions, and directs processing of the data. | May specialise in a particular area of meteorological science."
234914,Physicists (including Astronomers),1500,13,26,,41,,,,"Develops analytical methodologies and techniques to investigate the structure and properties of matter, the relationships between matter and energy, and other physical phenomena. | Tests the reliability of these methodologies and techniques by performing tests and experiments under various conditions. | Prepares scientific papers and reports, or supervises their preparation. | Supervises and co-ordinates the work of technicians and technologists. | May specialise in one or more branches of physics such as electrical, luminescent, mechanical, magnetic, radioactive, molecular, nuclear, ionospheric, atmospheric physics and signal analysis."
234915,Exercise Physiologists,5100,38,52,,29,,,,"Assists and improves the function of muscles through physical activity and exercise programs. | Administers a variety of tests to identify and assess physical problems and ailments of patients. | Plans and discusses effective management of patients' disabilities, weight, injury or fitness. | Designs, reviews, monitors, assesses and evaluates fitness/treatment programmes. | Records detailed patient medical histories, exercise undertaken and the patients' responses and progress under exercise programs. | Refers patients to specialists and liaises with other health professionals in relation to patients' problems, needs and progress. | Educates patients, their partners, family and friends in rehabilitation procedures, such as home exercises and lifestyle changes, to enhance patients' health and wellbeing."
234999,Natural and Physical Science Professionals (not covered elsewhere),1500,36,56,,36,,,,Conducts experiments to test pre-existing theories and come up with new theories. | Designs and tests experiment equipment. | Tests and processes minerals for their elements. | Writes up reports on experiments undertaken. | May supervise staff. | May write papers for scientific journals.
241511,Special Needs Teachers,23000,39,86,,45,,,,"Assess students' abilities and limitations. | Plans, organises and implements special programmes to provide remedial or advanced tuition. | Administers various forms of assessment and interprets the results. | Teaches basic academic subjects, and practical and self-help skills to children with special needs. | Devises instructional materials, methods and aids to assist in training and rehabilitation. | Advises, instructs and counsels parents and teachers on the availability and use of special techniques. | Stimulates and develops interests, abilities, manual skills and co-ordination. | Confers with other staff members to plan and schedule lessons for special needs students. | Prepares and maintains student data and other records and submits reports."
241512,Teachers of the Hearing Impaired,670,52,91,,49,,,,"Assesses students' abilities and limitations. | Plans, organises and implements special programmes to provide remedial or advanced tuition. | Administers various forms of assessment and interprets the results. | Teaches basic academic subjects, and practical and self-help skills to hearing impaired students. | Devises instructional materials, methods and aids to assist in training and rehabilitation. | Advises, instructs and counsels parents and teachers on the availability and use of special techniques. | Stimulates and develops interests, abilities, manual skills and co-ordination. | Confers with other staff members to plan and schedule lessons for special needs students. | Prepares and maintains student data and other records and submits reports."
241513,Teachers of the Sight Impaired,190,40,88,,52,,,,"Assesses students' abilities and limitations. | Plans, organises and implements special programmes to provide remedial or advanced tuition. | Administers various forms of assessment and interprets the results. | Teaches basic academic subjects, and practical and self-help skills to sight impaired students. | Devises instructional materials, methods and aids to assist in training and rehabilitation. | Advises, instructs and counsels parents and teachers on the availability and use of special techniques. | Stimulates and develops interests, abilities, manual skills and co-ordination. | Confers with other staff members to plan and schedule lessons for special needs students. | Prepares and maintains student data and other records and submits reports."
241599,Other Special Education Teachers,1600,42,73,,48,,,,"Assess students' abilities and limitations. | Plans, organises and implements special programmes to provide remedial or advanced tuition. | Administers various forms of assessment and interprets the results. | Teaches basic academic subjects as well as practical and self-help skills to children with special needs (e.g. distance learners or migrant students). | Devises instructional materials, methods and aids to assist in training and rehabilitation. | Advises, instructs and counsels parents and teachers on the availability and use of special techniques. | Stimulates and develops interests, abilities, manual skills and co-ordination. | Confers with other staff members to plan and schedule lessons for special needs students. | Prepares and maintains student data and other records and submits reports."
242111,University Lecturers,39500,25,50,,48,,,,"Prepares and delivers lectures, and conducts tutorials, seminars and laboratory sessions. | Prepares and marks essays, assignments and examinations. | Advises students on academic and related matters. | Attends departmental and faculty meetings, conferences and seminars. | Supervises work programmes of postgraduate and honours students and tutorial staff. | Participates in setting course and degree requirements, curriculum revision and academic planning. | Serves on council, senate, faculty and other committees and professorial boards. | Conducts research and undertakes consultancies in a particular field of knowledge. | Stimulates and guides class discussions. | Compiles bibliographies of specialised materials for reading assignments."
242112,University Tutors,9500,88,54,,30,,,,"Prepares and conducts tutorials, seminars and laboratory sessions. | Marks essays, assignments and examinations. | Advises students on academic and related matters. | Attends departmental and faculty meetings, conferences and seminars. | Serves on committees and boards. | Conducts research. | Stimulates and guides class discussions. | Compiles bibliographies of specialised materials for reading assignments."
249111,Education Advisers,10900,31,74,,45,,,,"Consults with teachers, principals and administrative officials of educational institutions to co-ordinate educational programmes and provide advice. | Identifies and evaluates developments in education by conducting research into educational systems. | Serves on committees to identify present and future needs within the educational system, and plan, develop and modify facilities and programmes. | Documents subjects and courses developed, and evaluates new courses. | Organises and conducts workshops and conferences to train teachers in new programmes and methods. | Applies knowledge of learning processes and school structures to develop operational and training programmes, and submit them for decision and funding."
249112,Education Reviewers,1600,36,73,,54,,,,"Visits schools and observes teachers in the classroom, noting pupil response, motivation and teaching techniques. | Discusses programmes, records and teachers with school principals to record academic performance of schools, welfare of pupils and performance of individual teachers. | Makes suggestions to government officials about improvements to educational facilities, equipment, buildings and staff to ensure continued standards of education."
249211,Art Teachers (Private Tuition),1700,77,80,,46,,,,"Plans programmes of study for individual students and groups. | Prepares and presents material on the theory of the subject area. | Instructs and demonstrates practical aspects of the subject area. | Assigns problems and exercises relative to students' training needs and talents. | Assesses students and offers advice, criticism and encouragement. | Revises curricula, course content, course materials and methods of instruction. | Prepares students for examinations, performances and assessments. | Keep abreast of developments in the subject area by attending professional conferences, seminars and courses, reading current literature, and talking with colleagues. | May arrange visits and tours to professional exhibitions and performances. | May organise exhibitions or performances of students' work."
249212,Dance Teachers (Private Tuition),7200,83,90,,29,,,,"Plans programmes of study for individual students and groups. | Prepares and presents material on the theory of the subject area. | Instructs and demonstrates practical aspects of the subject area. | Assigns problems and exercises relative to students' training needs and talents. | Assesses students and offers advice, criticism and encouragement. | Revises curricula, course content, course materials and methods of instruction. | Prepares students for examinations, performances and assessments. | Keep abreast of developments in the subject area by attending professional conferences, seminars and courses, reading current literature, and talking with colleagues. | May arrange visits and tours to professional exhibitions and performances. | May organise exhibitions or performances of students' work."
249213,Drama Teachers (Private Tuition),450,86,76,,37,,,,"Plans programmes of study for individual students and groups. | Prepares and presents material on the theory of the subject area. | Instructs and demonstrates practical aspects of the subject area. | Assigns problems and exercises relative to students' training needs and talents. | Assesses students and offers advice, criticism and encouragement. | Revises curricula, course content, course materials and methods of instruction. | Prepares students for examinations, performances and assessments. | Keep abreast of developments in the subject area by attending professional conferences, seminars and courses, reading current literature, and talking with colleagues. | May arrange visits and tours to professional exhibitions and performances."
249214,Music Teachers (Private Tuition),11800,87,62,,38,,,,"Plans programmes of study for individual students and groups. | Prepares and presents material on the theory of the subject area. | Instructs and demonstrates practical aspects of the subject area. | Assigns problems and exercises relative to students' training needs and talents. | Assesses students and offers advice, criticism and encouragement. | Revises curricula, course content, course materials and methods of instruction. | Prepares students for examinations, performances and assessments. | Keep abreast of developments in the subject area by attending professional conferences, seminars and courses, reading current literature, and talking with colleagues. | May arrange visits and tours to professional exhibitions and performances. | May organise exhibitions or performances of students' work."
249299,Other Private Tutors and Teachers,10300,87,68,,32,,,,"Plans programmes of study for students and groups. | Prepares and presents material on the theory of the subject area. | Instructs and demonstrates practical aspects of the subject area. | Assigns problems and exercises relative to students' training needs and talents. | Assesses students and offers advice, criticism and encouragement. | Revises curricula, course content, materials and methods of instruction. | Prepares students for examinations, performances and assessments. | Keeps abreast of developments in the subject area by attending conferences, seminars and courses, reading current literature, and talking with colleagues. | May arrange visits and tours to professional exhibitions and performances. | May organise exhibitions or performances of students' work."
251111,Dietitians,5400,51,95,,34,,,,"Plans diets and menus, and instructs people on the requirements and importance of diet and on the planning and preparation of food. | Supervises the preparation and serving of meals. | Collects, organises and assesses data relating to health and nutritional status of individuals, groups and communities. | Monitors food intake and quality to provide nutritional care. | Calculates nutritional values of food served. | Plans, conducts and evaluates nutrition intervention programs and compiles educational material. | Provides nutrition assessments, nutrition management, and nutrition education, research and training. | Consults with other health professionals and related workers to manage the dietary and nutritional needs of patients."
251112,Nutritionists,1200,63,88,,38,,,,"Plans diets and menus, and instructs people on the requirements and importance of diet and on the planning and preparation of food. | Supervises the preparation and serving of meals. | Collects, organises and assesses data relating to health and nutritional status of individuals, groups and communities. | Monitors food intake and quality to provide nutritional care. | Calculates nutritional values of food served. | Plans, conducts and evaluates nutrition intervention programs and compiles educational material. | Provides nutrition assessments, nutrition management, and nutrition education, research and training. | Consults with other health professionals and related workers to manage the dietary and nutritional needs of patients."
251211,Medical Diagnostic Radiographers,10200,33,68,,35,,,,"Receives referrals to perform medical imaging of patients. | Determines appropriate equipment to use such as x-rays and computed tomography (ct) equipment, and selects the appropriate equipment settings to provide the diagnostic information requested by medical practitioners. | Calculates details of procedures such as settings of recording equipment. | Explains procedures to patients and answers patients’ queries about processes. | Ensures patients welfare during procedures. | Positions patients, screens and equipment preparatory to procedures. | Views the screen and decides if images are satisfactory for diagnostic purposes and selects images to show medical practitioners. | Conveys findings of procedures to medical practitioners."
251212,Medical Radiation Therapists,2200,29,75,,35,,,,"Receives referrals to perform radiation treatment of patients. | Determines appropriate equipment to use. | Calculates details of procedures such as length and intensity of exposure to radiation, size and strength of dosage of isotopes and settings of recording equipment. | Explains procedures to patients and answers patients' queries about processes. | Ensures patients welfare during procedures. | Positions patients, screens and equipment preparatory to procedures. | Conveys findings of procedures to medical practitioners."
251213,Nuclear Medicine Technologists,830,30,68,,34,,,,"Receives referrals to perform medical imaging and radiation treatment. | Determines equipment and selects settings to provide the information requested by medical practitioners. | Calculates details of procedures such as length and intensity of exposure to radiation, size and strength of dosage of isotopes and settings of recording equipment. | Explains procedures to patients and answers queries about processes. | Ensures patient's welfare during procedures. | Positions patients, screens and equipment preparatory to procedures. | Decides if images are satisfactory for diagnostic purposes and selects images to show medical practitioners. | Conveys findings of procedures to medical practitioners."
251214,Sonographers,6000,49,77,,39,,,,"Receives referrals to perform medical imaging. | Determines appropriate equipment to use, and selects appropriate equipment settings to provide the diagnostic information requested by medical practitioners. | Calculates details of procedures such as length and intensity of exposure and settings of recording equipment. | Explains procedures to patients and answers their queries about processes. | Ensures patient's welfare during procedures. | Positions patients, screens and equipment preparatory to procedures. | Decides if images are satisfactory for diagnostic purposes and selects images to show medical practitioners. | Conveys findings of procedures to medical practitioners."
251311,Environmental Health Officers,4300,25,55,,43,,,,"Develops, implements and reviews environmental health management plans and occupational health and safety plans. | Prepares and implements plans and strategies for the safe, economic and suitable disposal of commercial, industrial, medical and household wastes. | Advises on and enforces relevant legislation. | Implements prevention programs and strategies for communicable diseases, food safety, waste water treatment and disposal systems, recreation and domestic water quality and any contaminated or hazardous substances. | Works to minimise air, sea, water and noise pollution to improve health outcomes. | Identifies hazards, assesses and controls risks in the workplace. | Develops, implements and monitors programs minimising workplace and environmental pollution involving chemical and physical hazards. | Promotes ergonomic principles within the workplace such as matching furniture, equipment and work activities to the needs of employees. | Inspects and audits workplaces, processes, plant, chemical and physical hazards for legislative compliance. | Trains employees in personal protective equipment and safe working procedures. | Records and investigates injuries and equipment damage, as well as reporting on safety performance. | Co-ordinates the return of injured workers into the workplace."
251312,Occupational Health and Safety Advisers,20600,17,45,,45,,,,"Controls hazards and risks in the workplace. | Develops, implements and monitors programmes minimising workplace and environmental pollution involving chemical and physical hazards. | Promotes ergonomic principles within the workplace such as matching furniture, equipment and work activities to the needs of employees. | Inspects and audits workplaces, processes, plant, and chemical and physical hazards for legislative compliance. | Trains employees in personal protective equipment and safe working procedures. | Records and investigates injuries and equipment damage, and reports safety performance. | Co-ordinates the return of injured workers into the workplace."
251411,Optometrists,5200,50,57,,38,,,,"Examines patients' eyes and sets tests to determine the nature and extent of vision abnormalities. | Assesses ocular health and visual function by measuring visual acuity and refractive error, as well as testing the function of visual pathways and fields, eye movements, freedom of vision and intraocular pressure, and performs other tests. | Detects, diagnoses and manages eye disease. | Refers patients to, and receives referrals from other health providers, and prescribes medications for the treatment of eye disease. | Diagnoses eye movement disorders and defects of binocular function. | Prescribes lenses, contact lenses and low vision aids, and checks suitability. | Prescribes exercises to co-ordinate eye movement and focusing. | Manages programmes for eye movement disorders, and instructs patients in the use of corrective techniques and eye exercises. | Advises on visual health matters such as contact lens care, vision care for the elderly, optics, visual ergonomics, and occupational and industrial eye safety. | Conducts preventative screening programs. | Conducts rehabilitation programs for the visually impaired."
251412,Orthoptists,1100,52,89,,34,,,,"Diagnoses eye movement disorders and defects of binocular function. | Prescribes lenses, contact lenses and low vision aids, and checks suitability and comfort. | Prescribes exercises to co-ordinate movement and focusing of eyes. | Manages programmes for eye movement disorders, as well as instructing and counselling patients in the use of corrective techniques and eye exercises. | Advises on visual health matters such as contact lens care, vision care for the elderly, optics, visual ergonomics, and occupational and industrial eye safety. | Conducts rehabilitation programs for the visually impaired."
251511,Hospital Pharmacists,5400,30,78,,34,,,,"Receives prescriptions, checks patients' medicine histories, and ensures optimal dosage and methods of administration and drug compatibility before dispensing. | Prepares or supervises the preparation and labelling of liquid medicines, ointments, powders, tablets and other medications to fill prescriptions. | Advises patients on drug incompatibility and contra-indications. | Maintains prescription files and records issue of narcotics, poisons and habit-forming drugs. | Stores and preserves vaccines, serums and other drugs subject to deterioration. | Supervises and co-ordinates the work of pharmacy technicians, pharmacy interns and pharmacy sales assistants."
251512,Industrial Pharmacists,1200,13,57,,38,,,,"Conducts research to develop and improve pharmaceuticals, cosmetics and related chemical products. | Confers with chemists, engineering professionals and other professionals about manufacturing techniques and ingredients. | Tests and analyses drugs to determine their identity, purity and strength in relation to specified standards. | Develops standards for drugs used in pharmaceuticals."
251513,Retail Pharmacists,21700,37,61,,36,,,,"Receives prescriptions, checks patients' medicine histories, and ensures optimal dosage and methods of administration and drug compatibility before dispensing. | Prepares or supervises the preparation and labelling of liquid medicines, ointments, powders, tablets and other medications to fill prescriptions. | Advises patients on drug incompatibility and contra-indications. | Maintains prescription files and records issue of narcotics, poisons and habit-forming drugs. | Stores and preserves vaccines, serums and other drugs subject to deterioration. | Supplies non-prescription medicines, and diagnostic and therapeutic aids. | Supervises and co-ordinates the work of pharmacy technicians, pharmacy interns and pharmacy sales assistants."
251911,Health Promotion Officers,5100,46,82,,44,,,,Develops communication objectives in relation to health issues. | Identifies the audience most at need or risk and establishes the most appropriate method to reach that audience. | Prepares publicity and or presentations on health issues. | Sets up displays on health issues. | Gives presentations to community groups on health issues to increase public awareness. | Writes material to assist in the promotion of health issues. | Undertakes research to make sure that data is correct and current. | May work in conjunction with other organisations or government departments.
251912,Orthotists and Prosthetists,550,23,52,,37,,,,"Examines the patient and takes the necessary measurements to create an artificial limb, brace, splint or other related appliance. | Reads prescriptions for limbs and other related devices. | Makes a plaster cast of the limb or abnormality. | Designs limbs or related appliances. | Makes the device or limb and supervises its construction or selects a commercially-made product and adjusts it to fit the patient. | Fits the device or limb to the patient. | Instructs the patient on the use and care of the device or limb. | Carries out repairs and follow-ups with the patient to evaluate the effectiveness of an artificial limb or device."
251999,Genetic Counsellors (and Other Health Professionals not covered elsewhere),1600,40,75,,37,,,,"Works with patients on areas of concern in regards to genetics. | Provides information and resources to assist patients. | Assesses client needs in relation to treatment. | Conducts counselling interviews with individuals, couples and family groups. | Arranges the admission of patients to hospitals."
252111,Chiropractors,4400,57,41,,40,,,,"Administers a variety of tests to identify and assess physical problems and ailments of patients. | Plans and discusses effective management of patients' dysfunction. | Designs, reviews, monitors, assesses and evaluates treatment programmes. | Records detailed patient medical histories, treatments delivered and the patients' responses and progress to treatments. | Refers patients to specialists and liaises with other health professionals in relation to patients' problems, needs and progress. | Educates patients, their partners, family and friends in therapeutic procedures, such as home exercises and lifestyle changes, to enhance patients' health and wellbeing."
252112,Osteopaths,2300,52,55,,35,,,,"Assists and improves the function of body systems. | Plans and discusses effective management of patients' dysfunction. | Designs, reviews, monitors, assesses and evaluates treatment programmes. | Records detailed patient medical histories, treatments delivered and the patients' responses and progress to treatments. | Uses gentle movements to treat muscles, bones and joints. | Gently changes and corrects the movement of the spine to restore movement and health. | Refers patients to specialists and liaise with other health professionals in relation to patients' problems, needs and progress. | Educates patients, their partners, family and friends in therapeutic procedures, such as home exercises and lifestyle changes, to enhance patients' health and wellbeing."
252211,Acupuncturists,1400,65,57,,49,,,,"Assesses patients to determine the nature of the disorder, illness, problem or need by questioning, examining and observing | Develops and implements treatment plans using acupuncture. | Evaluates and documents patients' progress through treatment plans."
252212,Homoeopaths,120,81,81,,60,,,,"Assesses patients to determine the nature of the disorder, illness, problem or need by questioning, examining and observing. | Develops and implements treatment plans using homoeopathic medicine. | Evaluates and documents patients' progress through treatment plans. | Prescribes medicines to stimulate the body's capacity for self-healing."
252213,Naturopaths,2400,70,87,,47,,,,"Assesses patients to determine the nature of the disorder, illness, problem or need by questioning, examining and observing. | Develops and implements treatment plans. | Evaluates and documents patients' progress through treatment plans. | Seeks to improve and treat disease chiefly by assisting the body's innate capacity to recover from illness and injury. | Naturopathic practice may include a broad array of different modalities, including manual therapy, homeopathy, hydrotherapy, herbalism, acupuncture, counselling and environmental medicine."
252214,Chinese Medicine Practitioners,1100,67,58,,50,,,,"Assesses patients to determine the nature of the disorder, illness, problem or need by questioning, examining and observing. | Develops and implements treatment plans using techniques and methods such as acupuncture, chinese herbal medicine, massage, diet, exercise and breathing therapy. | Evaluates and documents patients' progress through treatment plans. | Provides dietary and lifestyle advice and guidelines. | Prescribes natural medicines, such as herbal, mineral and animal extracts, to stimulate the body's capacity for self-healing."
252299,"Music, Dance, Drama, Play, Hypnotic, and Related Therapists",1200,72,78,,45,,,,"Assesses patients to determine the nature of the disorder, illness, problem or need by questioning, examining and observing. | Develops and implements treatment plans using applications such as dance, drama, hypnotic and music therapies. | Evaluates and documents patients' progress through treatment plans."
252311,Dental Specialists (including Orthodontists),1400,41,32,,47,,,,"Diagnoses dental diseases using a range of methods such as radiographs, salivary tests and medical histories. | Provides restorative oral care such as implants, complex crown and bridge restorations, and orthodontics, and repairs damaged and decayed teeth. | Provides oral surgical treatments such as biopsy of tissue and prescription of medication. | Restores oral function with removable and fixed oral prostheses. | Assists in diagnosing general diseases having oral manifestations such as diabetes. | Leads a dental team which may comprise of dental hygienists, dental therapists, dental assistants and other dental specialists."
252312,Dentists,14200,52,49,,39,,,,"Diagnoses dental diseases using a range of methods such as radiographs, salivary tests and medical histories. | Provides preventative oral health care such as periodontal treatments, fluoride applications and oral health promotion. | Provides restorative oral care, such as implants, complex crown and bridge restorations, orthodontics and repairs to damaged or decayed teeth. | Provides oral surgical treatments such as biopsy of tissue and prescription of medications. | Performs routine orthodontic treatment. | Assists in diagnosing general diseases having oral manifestations such as diabetes. | Educates patients to take care of their mouth and teeth. | Leads a dental team which may comprise of dental hygienists, dental therapists, dental assistants and other dental specialists."
252711,Audiologists,2600,37,77,,37,,,,"Administers and interprets a wide range of audiometric tests to determine hearing efficiency and locate sites of hearing problems. | Interprets audiometric test results alongside other medical, social and behavioural diagnostic data. | Evaluates total response pattern and acoustic tests to distinguish between organic and non-organic hearing loss. | Plans, directs and participates in counselling, speech reading and other rehabilitation programmes. | Prescribes appropriate hearing aids and instructing patients in use."
252712,Speech Pathologists,11000,44,97,,33,,,,"Administers tests and observes patients to determine nature and extent of disorders. | Plans and conducts programs of remedial exercises to correct disorders such as stuttering and abnormal articulation. | Administers individual and group therapy for rehabilitation of patients with communication problems caused by defective hearing, cerebral palsy, surgery and injury. | Advises on treatment for children with difficulties in learning to speak. | Counsels and guides language-handicapped individuals, their families, teachers and employers."
253111,General Practitioners,48700,31,48,,45,,,,"Conducts examinations and questions patients to determine the nature of disorders and illnesses, and records patients' medical information. | Orders laboratory tests, x-rays and other diagnostic procedures, and interprets findings to assist in diagnosis. | Provides overall care for patients, and prescribes and administers treatments, medications and other remedial measures. | Monitors patients' progress and response to treatment. | Advises on diet, exercise and other habits which aid prevention and treatment of disease and disorders. | Refers patients to, and exchanges medical information with, specialist medical practitioners. | Reports births, deaths and notifiable diseases to government authorities. | Arranges the admission of patients to hospitals."
253112,Resident Medical Officers,16000,11,53,,31,,,,"Conducts examinations and questions patients to determine the nature of disorders and illnesses, and records patients' medical information. | Orders laboratory tests, x-rays and other diagnostic procedures, and interprets findings to assist in diagnosis. | Provides overall care for patients, and prescribes and administers treatments, medications and other remedial measures. | Monitors patients' progress and response to treatment. | Advises on diet, exercise and other habits which aid prevention and treatment of disease and disorders. | Refers patients to, and exchanges medical information with, specialist medical practitioners. | Reports births, deaths and notifiable diseases to government authorities. | Arranges the admission of patients to hospitals."
253311,Specialist Physicians (General Medicine),780,27,33,,51,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
253312,Cardiologists,1100,18,19,,47,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
253313,Clinical Haematologists,180,22,40,,43,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
253314,Medical Oncologists,930,21,49,,43,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
253315,Endocrinologists,310,45,65,,43,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
253316,Gastroenterologists,570,22,31,,45,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
253317,Intensive Care Specialists,1000,7,34,,39,,,,"Examines patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertakes laboratory tests and diagnostic procedures. | Analyses test results and other medical information to make diagnoses. | Prescribes and administers drugs, as well as remedial and therapeutic treatment and procedures. | Records medical information and data. | Reports specified contagious and notifiable diseases to government health and immigration authorities. | May admit or refer patients to hospitals. | May consult other medical specialists."
